timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,label
297861.7073227,-77115.6171875,-148507.625,-72508.03125,-118807.875,-106717.375,-149560.84375,-63438.44921875,-110833.265625,rest
297861.7113227,-77034.5703125,-149053.90625,-72220.765625,-118526.2421875,-106616.7421875,-149146.53125,-63128.96875,-110418.59375,rest
297861.71532270004,-77089.328125,-149104.28125,-72233.6796875,-118583.15625,-106896.6328125,-149381.21875,-63423.38671875,-110679.890625,rest
297861.71932270005,-77183.703125,-148546.828125,-72466.1875,-118914.5859375,-107171.0234375,-149951.90625,-63927.8203125,-111276.9921875,rest
297861.72332270007,-77135.2890625,-148443.34375,-72533.4609375,-118860.2265625,-106794.265625,-149665.53125,-63551.59375,-110947.2578125,rest
297861.7273227001,-77028.890625,-148973.65625,-72241.328125,-118537.109375,-106587.6875,-149153.859375,-63129.1015625,-110425.484375,rest
297861.7313227001,-77048.9609375,-149120.1875,-72190.140625,-118520.75,-106809.953125,-149278.75,-63325.53125,-110571.75,rest
297861.7353227001,-77158.9375,-148631.09375,-72416.5625,-118847.6171875,-107150.28125,-149872.515625,-63876.09765625,-111199.4296875,rest
297861.73932270013,-77149.4609375,-148387.5,-72563.640625,-118912.9296875,-106876.25,-149780.640625,-63669.92578125,-111069.03125,rest
297861.7144627,-77058.6171875,-148900.4375,-72304.1796875,-118589.6328125,-106594.03125,-149214.828125,-63165.7578125,-110478.2734375,rest
297861.7184627,-77065.28125,-149176.34375,-72203.328125,-118532.28125,-106783.21875,-149247.546875,-63284.53515625,-110529.5078125,rest
297861.72246270004,-77153.6171875,-148756.703125,-72383.3046875,-118808.1015625,-107138.03125,-149797.1875,-63813.6015625,-111116.5546875,rest
297861.72646270005,-77156.5234375,-148369.71875,-72566.765625,-118954.640625,-106965.609375,-149873.40625,-63767.421875,-111168.453125,rest
297861.73046270007,-77054.375,-148793.40625,-72335.875,-118621.7734375,-106586.9296875,-149258.375,-63189.80859375,-110525.390625,rest
297861.7344627001,-77033.40625,-149154.296875,-72168.1015625,-118497.5,-106716.078125,-149177.375,-63207.33203125,-110462.71875,rest
297861.7384627001,-77134.8359375,-148845.578125,-72320.453125,-118732.2421875,-107077.234375,-149679.390625,-63711.8125,-111000.1875,rest
297861.7424627001,-77176.953125,-148363.140625,-72560.0625,-118978.2890625,-107041.3359375,-149947.03125,-63857.45703125,-111256.875,rest
297861.74646270013,-77080.9296875,-148698.640625,-72400.3828125,-118683.3359375,-106617.015625,-149345.8125,-63259.63671875,-110615.203125,rest
297861.7630007,-77036.2265625,-149147.546875,-72177.578125,-118501.5234375,-106680.046875,-149152.921875,-63168.9765625,-110429.28125,rest
297861.7670007,-77116.734375,-148942.3125,-72283.2578125,-118674.9765625,-107018.0,-149573.9375,-63607.4296875,-110883.9140625,rest
297861.7710007,-77180.484375,-148401.984375,-72540.6171875,-118980.4765625,-107110.984375,-149988.921875,-63913.6484375,-111299.65625,rest
297861.7750007,-77100.59375,-148611.875,-72454.3828125,-118745.0703125,-106665.5625,-149447.515625,-63341.62109375,-110710.734375,rest
297861.77900070004,-77040.3359375,-149120.0625,-72192.8671875,-118516.5859375,-106654.515625,-149146.921875,-63145.91015625,-110413.9453125,rest
